50.723	78.854	72.787
32.801	81.529	14.931
34.009	57.882	51.407
82.691	73.985	24.561
85.463	81.861	81.461
33.103	33.417	3.159
24.47	10.589	26.802
89.517	55.069	4.546
66.881	71.696	84.696
13.003	89.907	5.491
89.566	62.778	89.821
56.265	84.584	39.395
66.412	56.28	81.458
15.653	83.768	78.214
6.894	50.135	73.8
5.916	38.282	47.212
86.05	85.856	78.807
26.126	23.077	49.605
63.709	84.225	56.076
66.895	17.877	55.079
29.686	86.795	57.529
76.236	30.195	53.719
76.857	89.159	11.382
56.169	70.063	28.747
59.49	36.641	72.619
56.716	66.271	22.833
76.967	86.206	38.503
70.93	26.462	71.067
77.722	76.736	22.459
88.635	86.916	7.328
80.12	89.589	84.688
34.471	89.755	37.613
59.394	31.229	5.837
69.996	88.22	78.181
62.509	77.371	14.033
46.93	25.541	9.578
87.696	39.116	78.335
41.096	89.785	67.557
36.424	71.872	89.335
22.687	79.089	22.292
55.829	27.703	84.518
70.169	49.792	59.108
57.271	55.282	37.984
35.726	69.497	3.296
6.383	78.599	14.03
88.871	79.321	80.615
25.701	74.918	36.687
46.589	83.721	81.669
46.616	49.093	39.467
8.138	85.437	6.82
31.957	72.108	62.756
35.536	86.11	60.817
87.712	62.352	87.297
34.976	87.136	72.88
5.474	71.907	70.603
28.972	61.01	0.824
55.131	66.972	1.675
41.013	30.914	84.309
24.058	70.028	20.888
81.139	37.116	85.806
72.589	31.202	11.217
65.5	5.717	1.382
62.248	79.971	6.49
60.896	32.973	50.099
18.414	13.823	25.357
69.23	81.267	4.227
31.372	49.918	30.892
50.923	44.814	70.062
31.153	88.937	88.058
57.084	56.605	88.514
43.254	52.554	9.226
49.201	60.486	85.685
5.524	5.105	11.498
28.436	49.188	36.948
30.554	67.92	11.572
53.2	83.203	55.645
17.834	87.35	69.405
81.892	37.629	17.966
69.172	40.871	19.776
82.62	72.018	33.644
76.154	28.974	79.892
32.032	63.304	16.656
65.758	2.1	87.24
15.387	13.156	66.763
58.485	23.733	80.071
69.614	63.329	0.681
37.662	80.991	82.713
73.152	68.22	33.02
50.517	66.555	10.781
80.911	78.376	84.617
76.44	26.626	40.101
57.128	55.939	56.164
26.277	47.026	50.53
0.629	41.555	30.049
