6.834	37.312	5.743
62.929	41.426	8.553
230.723	78.854	72.787
210.554	67.92	11.572
249.172	40.871	19.776
267.682	30.094	39.368
269.572	86.604	55.727
266.512	85.124	50.893
263.007	83.052	59.825
229.226	41.577	25.401
249.496	4.103	52.159
219.546	71.314	19.51
263.996	35.165	8.984
256.355	84.752	26.662
210.793	39.099	6.218
186.51	48.013	86.943
182.063	60.354	86.46
265.652	16.504	8.141
195.884	18.729	68.634
262.68	82.521	60.1
196.834	51.725	9.174
266.028	5.682	36.654
262.562	84.36	62.391
263.227	88.657	27.046
204.528	59.304	75.943
196.054	66.06	28.021
206.165	78.938	87.517
219.181	78.246	14.409
182.282	27.419	87.058
222.488	72.264	22.284
268.827	88.66	20.965
265.754	89.586	62.086
217.591	75.971	13.829
215.012	75.932	3.087
183.249	71.511	0.407
223.197	81.815	28.291
264.227	10.319	42.271
194.574	18.21	75.69
182.601	62.974	85.399
219.615	76.079	61.286
205.396	60.731	42.315
267.995	87.66	10.756
226.144	82.232	20.768
266.427	63.419	74.962
190.849	33.55	79.491
181.269	52.2	73.858
225.21	77.212	23.759
267.709	69.17	81.367
231.536	41.254	51.492
182.019	45.898	87.668
222.925	79.291	7.627
257.681	87.101	28.373
263.988	86.45	55.299
260.159	18.548	18.381
269.569	85.047	58.872
189.984	55.101	2.304
205.382	69.115	86.185
248.56	57.814	87.624
207.296	81.334	56.334
191.14	21.808	79.186
187.323	57.967	7.312
230.042	81.584	32.018
210.197	60.835	11.396
269.459	29.028	49.857
263.032	86.313	58.584
183.054	58.031	83.666
181.695	69.106	2.917
264.88	89.813	64.898
232.956	22.513	68.167
263.012	89.935	61.042
186.482	23.175	79.461
184.433	62.67	89.039
242.061	11.745	21.408
263.685	86.262	17.757
261.345	79.106	30.507
267.053	89.029	25.467
262.603	83.36	60.226
183.969	63.127	78.428
260.244	27.552	65.552
248.54	13.248	40.181
229.41	77.722	7.905
269.978	85.368	21.984
268.025	13.889	39.566
264.595	18.238	49.437
180.316	80.449	86.482
188.559	70.781	11.346
263.392	89.967	29.12
184.548	26.023	78.324
188.924	52.988	82.743
236.669	82.214	33.457
185.812	30.279	80.931
241.393	83.247	0.423
264.474	24.88	48.366
191.728	17.916	77.423
188.918	55.59	78.969
268.151	89.619	24.808
264.531	87.028	65.511
219.747	55.029	5.493
180.981	46.126	86.943
180.939	78.683	87.179
210.051	84.41	77.703
203.674	26.693	73.355
203.783	14.027	66.431
263.243	84.712	41.115
220.115	71.037	15.785
246.793	56.4	88.618
181.736	82.491	5.356
263.853	83.071	47.83
195.033	33.938	80.442
269.714	89.138	22.569
265.155	82.985	64.657
189.965	69.702	0.525
184.032	30.067	85.218
268.338	89.656	63.231
180.025	36.845	80.049
187.383	68.058	86.855
203.783	74.158	11.525
223.307	28.901	76.701
192.681	10.191	8.993
259.848	85.652	68.362
268.607	89.119	26.03
265.559	74.052	57.713
258.173	28.937	51.006
182.241	68.902	88.141
228.435	17.934	51.585
186.834	37.312	5.743
242.929	41.426	8.553
309.277	101.146	252.787
329.446	112.08	191.572
290.828	139.129	199.776
272.318	149.906	219.368
270.428	93.396	235.727
273.488	94.876	230.893
276.993	96.948	239.825
310.774	138.423	205.401
290.504	175.897	232.159
320.454	108.686	199.51
276.004	144.835	188.984
283.645	95.248	206.662
329.207	140.901	186.218
353.49	131.987	266.943
357.937	119.646	266.46
274.348	163.496	188.141
344.116	161.271	248.634
277.32	97.479	240.1
343.166	128.275	189.174
273.972	174.318	216.654
277.438	95.64	242.391
276.773	91.343	207.046
335.472	120.696	255.943
343.946	113.94	208.021
333.835	101.062	267.517
320.819	101.754	194.409
357.718	152.581	267.058
317.512	107.736	202.284
271.173	91.34	200.965
274.246	90.414	242.086
322.409	104.029	193.829
324.988	104.068	183.087
356.751	108.489	180.407
316.803	98.185	208.291
275.773	169.681	222.271
345.426	161.79	255.69
357.399	117.026	265.399
320.385	103.921	241.286
334.604	119.269	222.315
272.005	92.34	190.756
313.856	97.768	200.768
273.573	116.581	254.962
349.151	146.45	259.491
358.731	127.8	253.858
314.79	102.788	203.759
272.291	110.83	261.367
308.464	138.746	231.492
357.981	134.102	267.668
317.075	100.709	187.627
282.319	92.899	208.373
276.012	93.55	235.299
279.841	161.452	198.381
270.431	94.953	238.872
350.016	124.899	182.304
334.618	110.885	266.185
291.44	122.186	267.624
332.704	98.666	236.334
348.86	158.192	259.186
352.677	122.033	187.312
309.958	98.416	212.018
329.803	119.165	191.396
270.541	150.972	229.857
276.968	93.687	238.584
356.946	121.969	263.666
358.305	110.894	182.917
275.12	90.187	244.898
307.044	157.487	248.167
276.988	90.065	241.042
353.518	156.825	259.461
355.567	117.33	269.039
297.939	168.255	201.408
276.315	93.738	197.757
278.655	100.894	210.507
272.947	90.971	205.467
277.397	96.64	240.226
356.031	116.873	258.428
279.756	152.448	245.552
291.46	166.752	220.181
310.59	102.278	187.905
270.022	94.632	201.984
271.975	166.111	219.566
275.405	161.762	229.437
359.684	99.551	266.482
351.441	109.219	191.346
276.608	90.033	209.12
355.452	153.977	258.324
351.076	127.012	262.743
303.331	97.786	213.457
354.188	149.721	260.931
298.607	96.753	180.423
275.526	155.12	228.366
348.272	162.084	257.423
351.082	124.41	258.969
271.849	90.381	204.808
275.469	92.972	245.511
320.253	124.971	185.493
359.019	133.874	266.943
359.061	101.317	267.179
329.949	95.59	257.703
336.326	153.307	253.355
336.217	165.973	246.431
276.757	95.288	221.115
319.885	108.963	195.785
293.207	123.6	268.618
358.264	97.509	185.356
276.147	96.929	227.83
344.967	146.062	260.442
270.286	90.862	202.569
274.845	97.015	244.657
350.035	110.298	180.525
355.968	149.933	265.218
271.662	90.344	243.231
359.975	143.155	260.049
352.617	111.942	266.855
336.217	105.842	191.525
316.693	151.099	256.701
347.319	169.809	188.993
280.152	94.348	248.362
271.393	90.881	206.03
274.441	105.948	237.713
281.827	151.063	231.006
357.759	111.098	268.141
311.565	162.066	231.585
353.166	142.688	185.743
297.071	138.574	188.553
129.277	101.146	252.787
149.446	112.08	191.572
110.828	139.129	199.776
92.318	149.906	219.368
90.428	93.396	235.727
93.488	94.876	230.893
96.993	96.948	239.825
130.774	138.423	205.401
110.504	175.897	232.159
140.454	108.686	199.51
96.004	144.835	188.984
103.645	95.248	206.662
149.207	140.901	186.218
173.49	131.987	266.943
177.937	119.646	266.46
94.348	163.496	188.141
164.116	161.271	248.634
97.32	97.479	240.1
163.166	128.275	189.174
93.972	174.318	216.654
97.438	95.64	242.391
96.773	91.343	207.046
155.472	120.696	255.943
163.946	113.94	208.021
153.835	101.062	267.517
140.819	101.754	194.409
177.718	152.581	267.058
137.512	107.736	202.284
91.173	91.34	200.965
94.246	90.414	242.086
142.409	104.029	193.829
144.988	104.068	183.087
176.751	108.489	180.407
136.803	98.185	208.291
95.773	169.681	222.271
165.426	161.79	255.69
177.399	117.026	265.399
140.385	103.921	241.286
154.604	119.269	222.315
92.005	92.34	190.756
133.856	97.768	200.768
93.573	116.581	254.962
169.151	146.45	259.491
178.731	127.8	253.858
134.79	102.788	203.759
92.291	110.83	261.367
128.464	138.746	231.492
177.981	134.102	267.668
137.075	100.709	187.627
102.319	92.899	208.373
96.012	93.55	235.299
99.841	161.452	198.381
90.431	94.953	238.872
170.016	124.899	182.304
154.618	110.885	266.185
111.44	122.186	267.624
152.704	98.666	236.334
168.86	158.192	259.186
172.677	122.033	187.312
129.958	98.416	212.018
149.803	119.165	191.396
90.541	150.972	229.857
96.968	93.687	238.584
176.946	121.969	263.666
178.305	110.894	182.917
95.12	90.187	244.898
127.044	157.487	248.167
96.988	90.065	241.042
173.518	156.825	259.461
175.567	117.33	269.039
117.939	168.255	201.408
96.315	93.738	197.757
98.655	100.894	210.507
92.947	90.971	205.467
97.397	96.64	240.226
176.031	116.873	258.428
99.756	152.448	245.552
111.46	166.752	220.181
130.59	102.278	187.905
90.022	94.632	201.984
91.975	166.111	219.566
95.405	161.762	229.437
179.684	99.551	266.482
171.441	109.219	191.346
96.608	90.033	209.12
175.452	153.977	258.324
171.076	127.012	262.743
123.331	97.786	213.457
174.188	149.721	260.931
118.607	96.753	180.423
95.526	155.12	228.366
168.272	162.084	257.423
171.082	124.41	258.969
91.849	90.381	204.808
95.469	92.972	245.511
140.253	124.971	185.493
179.019	133.874	266.943
179.061	101.317	267.179
149.949	95.59	257.703
156.326	153.307	253.355
156.217	165.973	246.431
96.757	95.288	221.115
139.885	108.963	195.785
113.207	123.6	268.618
178.264	97.509	185.356
96.147	96.929	227.83
164.967	146.062	260.442
90.286	90.862	202.569
94.845	97.015	244.657
170.035	110.298	180.525
175.968	149.933	265.218
91.662	90.344	243.231
179.975	143.155	260.049
172.617	111.942	266.855
156.217	105.842	191.525
136.693	151.099	256.701
167.319	169.809	188.993
100.152	94.348	248.362
91.393	90.881	206.03
94.441	105.948	237.713
101.827	151.063	231.006
177.759	111.098	268.141
131.565	162.066	231.585
173.166	142.688	185.743
117.071	138.574	188.553
